what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336758738253
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336758819492
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336758934631
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336758941219
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759088929
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759123980
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759135981
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759159962
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759218314
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759241126
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759276954
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1336759280020
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1336759282803
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1336759312403
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1336759322585
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1336759337554
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336759345878
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336759354388
opened,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336759356740
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1336759357096
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336759357099
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1336759359652
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336759363556
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1336759367110
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1336759370738
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759385011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759419437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759420669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759438483
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336759447172
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336759449621
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336759449621
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1336759466327
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336759471754
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759507954
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759552878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336759554095
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760002452
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1336760016177
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1336760016526
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336760024998
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760034133
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760037963
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336760100552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760103428
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760107285
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760107438
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760107560
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760110482
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760187663
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760192470
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760193709
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760258549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336760283583
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336760287322
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1336760302849
