what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336780566236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336780600471
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336780604861
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336780635046
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1336780642542
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336780700781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336780701002
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1336780711195
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336780716832
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336780718676
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336781730259
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336781738860
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336781783420
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.core",1336781785196
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336781785854
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1336781787229
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1336781787297
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1336781787346
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1336781787484
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1336781787574
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1336781787675
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1336781787735
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1336781787735
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1336781787753
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1336781787807
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1336781787807
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1336781787877
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1336781787919
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1336781788059
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1336781788140
stopped,bundle,com.instantiations.assist.eclipse.analysis.dependency.ui,7.1.0.r36x201109091206,"com.instantiations.assist.eclipse.analysis.dependency.ui",1336781788197
