what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771714602
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771724756
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771726190
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771727631
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771733255
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771735047
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771766678
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336771777561
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336771779842
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771786062
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771841427
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1336771845768
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1336771870125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1336771875979
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1336771878438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771886364
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336771939060
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336771944186
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1336771948285
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336771977708
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336771990077
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1336772001984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772005604
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772012587
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772015643
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772016358
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772016947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772042335
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772069873
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772076931
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772166230
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772296959
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772300604
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772304221
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772309748
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772310876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772313336
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772337857
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336772376732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772392538
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772394628
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772397653
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772434662
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772439782
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772562316
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772563359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772569648
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772570597
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772572438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772583052
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772591379
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772592719
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772593711
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772594990
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772599432
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.1.v20100712,"org.eclipse.jst.jsf.facelet.core",1336772606003
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336772609669
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772621871
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772632193
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772635269
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772848367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772902186
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772931226
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772935017
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772976977
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336772991815
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772995707
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336772996964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773005007
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773054444
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773063949
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773083619
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336773102383
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773108047
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773175951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773176720
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773201559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773213621
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773297905
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1336773310939
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773319844
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773320588
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1336773521522
